Begin,End,Activity,HRmean,HRmax,HRmin
2020-12-09T11:50:00.000Z,2020-12-09T12:00:00.000Z,Running,null
2020-12-09T12:01:00.000Z,2020-12-09T12:06:00.000Z,Walking,null
2020-12-09T12:51:00.000Z,2020-12-09T12:56:00.000Z,Walking,null
2020-12-09T12:57:00.000Z,2020-12-09T13:01:00.000Z,Walking,null
2020-12-09T15:08:00.000Z,2020-12-09T15:23:00.000Z,Walking,null
2020-12-09T15:24:00.000Z,2020-12-09T15:38:00.000Z,Walking,null
2020-12-09T15:45:00.000Z,2020-12-09T15:50:00.000Z,Walking,null
2020-12-09T15:51:00.000Z,2020-12-09T16:01:00.000Z,Walking,null
2020-12-09T16:02:00.000Z,2020-12-09T16:15:00.000Z,Walking,null
2020-12-09T17:46:00.000Z,2020-12-09T17:50:00.000Z,Walking,null
2020-12-10T08:33:00.000Z,2020-12-10T08:44:00.000Z,Running,null
2020-12-11T12:38:00.000Z,2020-12-11T12:52:00.000Z,Walking,null
2020-12-11T12:52:00.000Z,2020-12-11T13:10:00.000Z,Walking,null
2020-12-12T10:05:00.000Z,2020-12-12T10:09:00.000Z,Walking,null
2020-12-12T10:15:00.000Z,2020-12-12T10:22:00.000Z,Walking,null
2020-12-12T10:24:00.000Z,2020-12-12T10:48:00.000Z,Running,null
2020-12-12T10:24:00.000Z,2020-12-12T10:53:00.000Z,Walking,null
2020-12-12T20:09:00.000Z,2020-12-12T20:27:00.000Z,Running,null
2020-12-13T00:21:00.000Z,2020-12-13T00:37:00.000Z,Running,null
2020-12-13T10:17:00.000Z,2020-12-13T10:32:00.000Z,Walking,null
2020-12-13T12:08:00.000Z,2020-12-13T12:15:00.000Z,Walking,null
2020-12-13T12:16:00.000Z,2020-12-13T12:21:00.000Z,Running,null
2020-12-13T12:25:00.000Z,2020-12-13T12:32:00.000Z,Walking,null
2020-12-14T12:13:00.000Z,2020-12-14T12:27:00.000Z,Walking,null
2020-12-14T15:59:00.000Z,2020-12-14T16:04:00.000Z,Running,null
2020-12-14T16:05:00.000Z,2020-12-14T16:31:00.000Z,Walking,94,125,68
2020-12-14T16:50:00.000Z,2020-12-14T17:07:00.000Z,Walking,80,87,70
2020-12-14T20:04:00.000Z,2020-12-14T20:22:00.000Z,Running,99,109,85
2020-12-14T23:29:00.000Z,2020-12-14T23:39:00.000Z,Running,89,114,71
2020-12-15T09:44:00.000Z,2020-12-15T09:54:00.000Z,Walking,null
2020-12-15T16:58:00.000Z,2020-12-15T17:21:00.000Z,Walking,null
2020-12-15T17:30:00.000Z,2020-12-15T17:47:00.000Z,Walking,null
2020-12-15T17:56:00.000Z,2020-12-15T18:09:00.000Z,Walking,null
2020-12-16T07:48:00.000Z,2020-12-16T07:57:00.000Z,Running,null
2020-12-16T07:54:00.000Z,2020-12-16T07:59:00.000Z,Walking,null
2020-12-16T09:45:00.000Z,2020-12-16T09:50:00.000Z,Walking,null
2020-12-16T09:52:00.000Z,2020-12-16T10:05:00.000Z,Running,null
2020-12-16T11:53:00.000Z,2020-12-16T11:59:00.000Z,Walking,null
2020-12-16T12:50:00.000Z,2020-12-16T12:56:00.000Z,Walking,null
2020-12-16T15:00:00.000Z,2020-12-16T15:05:00.000Z,Walking,null
2020-12-16T15:16:00.000Z,2020-12-16T15:23:00.000Z,Walking,null
2020-12-16T15:24:00.000Z,2020-12-16T15:38:00.000Z,Running,null
2020-12-16T16:35:00.000Z,2020-12-16T16:57:00.000Z,Walking,null
2020-12-16T17:12:00.000Z,2020-12-16T17:39:00.000Z,Walking,73,78,68
2020-12-16T18:33:00.000Z,2020-12-16T18:37:00.000Z,Walking,null
2020-12-16T19:54:00.000Z,2020-12-16T20:07:00.000Z,Walking,null
2020-12-16T21:19:00.000Z,2020-12-16T21:25:00.000Z,Walking,92,92,92
2020-12-17T14:52:00.000Z,2020-12-17T15:31:00.000Z,Walking,81,81,81
2020-12-17T15:34:00.000Z,2020-12-17T15:49:00.000Z,Running,null
2020-12-17T18:27:00.000Z,2020-12-17T18:32:00.000Z,Walking,99,99,99
2020-12-17T20:23:00.000Z,2020-12-17T20:27:00.000Z,Walking,null
2020-12-18T00:01:00.000Z,2020-12-18T00:14:00.000Z,Walking,null
2020-12-18T12:22:00.000Z,2020-12-18T12:28:00.000Z,Walking,null
2020-12-18T13:19:00.000Z,2020-12-18T13:32:00.000Z,Walking,87,87,87
2020-12-18T14:28:00.000Z,2020-12-18T14:32:00.000Z,Walking,76,76,76
2020-12-18T16:52:00.000Z,2020-12-18T17:01:00.000Z,Walking,82,101,60
2020-12-18T17:44:00.000Z,2020-12-18T18:00:00.000Z,Walking,89,107,75
2020-12-18T20:50:00.000Z,2020-12-18T20:55:00.000Z,Walking,103,107,100
2020-12-19T08:56:00.000Z,2020-12-19T09:00:00.000Z,Walking,null
2020-12-19T09:42:00.000Z,2020-12-19T10:07:00.000Z,Walking,null
2020-12-19T10:45:00.000Z,2020-12-19T10:53:00.000Z,Walking,null
2020-12-19T10:42:00.000Z,2020-12-19T10:55:00.000Z,Walking,null
2020-12-19T11:01:00.000Z,2020-12-19T11:23:00.000Z,Walking,null
2020-12-19T11:30:00.000Z,2020-12-19T11:35:00.000Z,Walking,null
2020-12-19T13:52:00.000Z,2020-12-19T13:59:00.000Z,Walking,null
2020-12-20T12:23:00.000Z,2020-12-20T12:38:00.000Z,Walking,null
2020-12-20T13:03:00.000Z,2020-12-20T13:17:00.000Z,Walking,null
2020-12-20T13:43:00.000Z,2020-12-20T13:49:00.000Z,Walking,null
2020-12-21T08:47:00.000Z,2020-12-21T08:59:00.000Z,Walking,null
2020-12-21T10:10:00.000Z,2020-12-21T10:53:00.000Z,Walking,null
2020-12-21T11:31:00.000Z,2020-12-21T11:35:00.000Z,Running,null
2020-12-21T11:37:00.000Z,2020-12-21T11:41:00.000Z,Running,null
2020-12-21T12:03:00.000Z,2020-12-21T12:07:00.000Z,Walking,null
2020-12-21T16:26:00.000Z,2020-12-21T16:32:00.000Z,Walking,null
2020-12-21T16:33:00.000Z,2020-12-21T16:39:00.000Z,Running,null
2020-12-21T16:40:00.000Z,2020-12-21T16:59:00.000Z,Walking,113,113,113
2020-12-21T17:08:00.000Z,2020-12-21T17:21:00.000Z,Running,119,125,94
2020-12-22T09:25:00.000Z,2020-12-22T09:41:00.000Z,Walking,null
2020-12-22T12:18:00.000Z,2020-12-22T12:33:00.000Z,Walking,null
2020-12-22T12:57:00.000Z,2020-12-22T13:09:00.000Z,Walking,null
2020-12-22T13:12:00.000Z,2020-12-22T13:18:00.000Z,Walking,null
2020-12-22T14:57:00.000Z,2020-12-22T15:03:00.000Z,Walking,null
2020-12-22T15:04:00.000Z,2020-12-22T15:15:00.000Z,Running,null
2020-12-22T15:26:00.000Z,2020-12-22T15:31:00.000Z,Running,null
2020-12-22T15:32:00.000Z,2020-12-22T15:58:00.000Z,Walking,117,117,117
2020-12-22T16:13:00.000Z,2020-12-22T16:51:00.000Z,Walking,90,90,90
2020-12-22T17:10:00.000Z,2020-12-22T17:14:00.000Z,Walking,null
2020-12-22T18:14:00.000Z,2020-12-22T18:37:00.000Z,Walking,133,133,133
2020-12-22T18:46:00.000Z,2020-12-22T18:52:00.000Z,Walking,null
2020-12-22T18:54:00.000Z,2020-12-22T19:07:00.000Z,Walking,null
2020-12-22T19:38:00.000Z,2020-12-22T19:49:00.000Z,Walking,89,89,89
2020-12-23T08:28:00.000Z,2020-12-23T08:32:00.000Z,Walking,null
2020-12-23T11:07:00.000Z,2020-12-23T11:12:00.000Z,Walking,null
2020-12-23T13:04:00.000Z,2020-12-23T13:10:00.000Z,Walking,null
2020-12-23T18:30:00.000Z,2020-12-23T18:42:00.000Z,Walking,84,84,84
2020-12-23T18:30:00.000Z,2020-12-23T18:43:00.000Z,Running,84,84,84
2020-12-23T19:58:00.000Z,2020-12-23T20:07:00.000Z,Running,79,79,79
2020-12-23T20:32:00.000Z,2020-12-23T20:41:00.000Z,Running,89,89,89
2020-12-23T20:32:00.000Z,2020-12-23T20:45:00.000Z,Walking,89,89,89
2020-12-24T09:37:00.000Z,2020-12-24T09:41:00.000Z,Walking,null
2020-12-24T10:45:00.000Z,2020-12-24T10:50:00.000Z,Running,null
2020-12-24T10:52:00.000Z,2020-12-24T11:07:00.000Z,Walking,null
2020-12-24T11:08:00.000Z,2020-12-24T11:14:00.000Z,Walking,null
2020-12-24T11:16:00.000Z,2020-12-24T11:33:00.000Z,Walking,null
2020-12-24T12:13:00.000Z,2020-12-24T12:40:00.000Z,Walking,null
2020-12-24T12:52:00.000Z,2020-12-24T13:12:00.000Z,Walking,null
2020-12-24T13:13:00.000Z,2020-12-24T13:17:00.000Z,Walking,null
2020-12-24T13:33:00.000Z,2020-12-24T13:45:00.000Z,Walking,null
2020-12-24T13:58:00.000Z,2020-12-24T14:24:00.000Z,Walking,null
2020-12-24T14:44:00.000Z,2020-12-24T15:02:00.000Z,Walking,null
2020-12-24T15:46:00.000Z,2020-12-24T16:04:00.000Z,Walking,null
2020-12-24T23:34:00.000Z,2020-12-24T23:40:00.000Z,Walking,90,92,88
2020-12-25T10:10:00.000Z,2020-12-25T10:20:00.000Z,Walking,null
2020-12-25T10:27:00.000Z,2020-12-25T10:35:00.000Z,Running,null
2020-12-25T10:54:00.000Z,2020-12-25T11:00:00.000Z,Running,null
2020-12-25T12:15:00.000Z,2020-12-25T12:20:00.000Z,Walking,null
2020-12-25T13:06:00.000Z,2020-12-25T13:20:00.000Z,Walking,null
2020-12-25T13:39:00.000Z,2020-12-25T13:51:00.000Z,Running,null
2020-12-25T14:18:00.000Z,2020-12-25T14:43:00.000Z,Walking,null
2020-12-25T14:45:00.000Z,2020-12-25T14:53:00.000Z,Walking,null
2020-12-25T14:57:00.000Z,2020-12-25T15:08:00.000Z,Walking,null
2020-12-25T19:17:00.000Z,2020-12-25T19:26:00.000Z,Walking,null
2020-12-25T23:49:00.000Z,2020-12-25T23:53:00.000Z,Walking,82,86,75
2020-12-26T09:08:00.000Z,2020-12-26T09:15:00.000Z,Running,null
2020-12-26T09:59:00.000Z,2020-12-26T10:06:00.000Z,Walking,null
2020-12-26T10:43:00.000Z,2020-12-26T10:55:00.000Z,Running,null
2020-12-26T12:25:00.000Z,2020-12-26T12:35:00.000Z,Walking,null
2020-12-26T12:34:00.000Z,2020-12-26T12:38:00.000Z,Walking,null
2020-12-26T13:18:00.000Z,2020-12-26T13:38:00.000Z,Walking,null
2020-12-26T13:45:00.000Z,2020-12-26T13:49:00.000Z,Walking,null
2020-12-26T13:51:00.000Z,2020-12-26T14:05:00.000Z,Walking,null
2020-12-26T13:51:00.000Z,2020-12-26T14:11:00.000Z,Running,null
2020-12-26T14:12:00.000Z,2020-12-26T14:36:00.000Z,Walking,null
2020-12-26T15:01:00.000Z,2020-12-26T15:32:00.000Z,Walking,null
2020-12-26T15:44:00.000Z,2020-12-26T15:48:00.000Z,Walking,null
2020-12-26T15:50:00.000Z,2020-12-26T16:15:00.000Z,Walking,null
2020-12-26T16:16:00.000Z,2020-12-26T16:22:00.000Z,Walking,null
2020-12-26T17:25:00.000Z,2020-12-26T17:41:00.000Z,Walking,80,80,80
2020-12-27T17:10:00.000Z,2020-12-27T17:15:00.000Z,Walking,null
2020-12-28T09:50:00.000Z,2020-12-28T09:54:00.000Z,Walking,null
2020-12-28T09:56:00.000Z,2020-12-28T10:08:00.000Z,Running,null
2020-12-28T10:23:00.000Z,2020-12-28T10:30:00.000Z,Walking,null
2020-12-28T10:54:00.000Z,2020-12-28T10:58:00.000Z,Walking,null
2020-12-28T14:00:00.000Z,2020-12-28T14:09:00.000Z,Walking,null
2020-12-29T13:54:00.000Z,2020-12-29T14:00:00.000Z,Walking,null
2020-12-29T14:12:00.000Z,2020-12-29T14:27:00.000Z,Running,null
2020-12-29T17:24:00.000Z,2020-12-29T17:29:00.000Z,Walking,null
2020-12-29T17:24:00.000Z,2020-12-29T17:43:00.000Z,Running,null
2020-12-29T17:31:00.000Z,2020-12-29T17:44:00.000Z,Running,null
2020-12-29T19:43:00.000Z,2020-12-29T19:59:00.000Z,Walking,null
2020-12-30T08:38:00.000Z,2020-12-30T08:43:00.000Z,Walking,null
2020-12-30T13:21:00.000Z,2020-12-30T13:35:00.000Z,Running,null
2020-12-31T09:50:00.000Z,2020-12-31T09:54:00.000Z,Running,null
2020-12-31T12:06:00.000Z,2020-12-31T12:23:00.000Z,Running,null
2020-12-31T13:23:00.000Z,2020-12-31T13:29:00.000Z,Walking,null
2020-12-31T19:55:00.000Z,2020-12-31T20:02:00.000Z,Walking,null
2020-12-31T20:33:00.000Z,2020-12-31T20:39:00.000Z,Walking,85,94,77
2021-01-01T10:55:00.000Z,2021-01-01T11:07:00.000Z,Walking,null
2021-01-01T11:36:00.000Z,2021-01-01T11:52:00.000Z,Walking,null
2021-01-01T14:58:00.000Z,2021-01-01T15:12:00.000Z,Walking,103,103,103
2021-01-01T17:49:00.000Z,2021-01-01T17:57:00.000Z,Running,null
2021-01-01T17:54:00.000Z,2021-01-01T17:59:00.000Z,Walking,null
2021-01-01T18:14:00.000Z,2021-01-01T18:21:00.000Z,Walking,null
2021-01-01T21:30:00.000Z,2021-01-01T21:35:00.000Z,Walking,85,98,73
2021-01-02T09:20:00.000Z,2021-01-02T09:35:00.000Z,Walking,null
2021-01-02T10:01:00.000Z,2021-01-02T10:05:00.000Z,Walking,null
2021-01-02T12:49:00.000Z,2021-01-02T13:11:00.000Z,Walking,null
2021-01-02T15:54:00.000Z,2021-01-02T15:59:00.000Z,Walking,null
2021-01-02T15:52:28.391Z,2021-01-02T16:03:38.391Z,Calisthenics,null
2021-01-02T16:07:00.000Z,2021-01-02T16:11:00.000Z,Walking,null
2021-01-02T16:31:00.000Z,2021-01-02T16:43:00.000Z,Running,null
2021-01-02T16:50:00.000Z,2021-01-02T17:02:00.000Z,Walking,null
2021-01-03T09:59:00.000Z,2021-01-03T10:07:00.000Z,Running,null
2021-01-03T14:12:00.000Z,2021-01-03T14:16:00.000Z,Walking,null
2021-01-03T14:17:00.000Z,2021-01-03T14:31:00.000Z,Walking,null
2021-01-03T19:38:00.000Z,2021-01-03T19:52:00.000Z,Walking,null
2021-01-03T21:02:00.000Z,2021-01-03T21:06:00.000Z,Walking,null
2021-01-03T23:50:00.000Z,2021-01-03T23:54:00.000Z,Walking,89,106,76
2021-01-04T07:47:00.000Z,2021-01-04T08:01:00.000Z,Running,null
2021-01-04T13:21:00.000Z,2021-01-04T13:25:00.000Z,Walking,null
2021-01-04T13:35:00.000Z,2021-01-04T13:43:00.000Z,Running,null
2021-01-04T13:44:00.000Z,2021-01-04T14:06:00.000Z,Running,null
2021-01-04T15:07:00.000Z,2021-01-04T15:11:00.000Z,Walking,null
2021-01-05T08:40:00.000Z,2021-01-05T08:57:00.000Z,Running,84,90,77
2021-01-05T11:51:00.000Z,2021-01-05T12:14:00.000Z,Walking,81,95,75
2021-01-05T15:23:00.000Z,2021-01-05T15:30:00.000Z,Running,null
2021-01-05T15:31:00.000Z,2021-01-05T15:51:00.000Z,Running,93,106,81
2021-01-05T17:01:00.000Z,2021-01-05T17:11:00.000Z,Walking,null
2021-01-05T17:23:00.000Z,2021-01-05T17:40:00.000Z,Running,138,138,138
2021-01-05T17:41:00.000Z,2021-01-05T17:46:00.000Z,Running,null
2021-01-05T17:52:00.000Z,2021-01-05T18:02:00.000Z,Walking,106,106,106
2021-01-06T08:49:00.000Z,2021-01-06T09:03:00.000Z,Running,null
2021-01-06T23:38:00.000Z,2021-01-06T23:46:00.000Z,Running,85,103,73
2021-01-07T08:42:00.000Z,2021-01-07T08:49:00.000Z,Running,null
2021-01-07T10:57:00.000Z,2021-01-07T11:11:00.000Z,Walking,null
2021-01-07T12:14:00.000Z,2021-01-07T12:18:00.000Z,Walking,null
2021-01-07T18:46:00.000Z,2021-01-07T19:02:00.000Z,Walking,77,85,69
2021-01-07T19:47:00.000Z,2021-01-07T19:52:00.000Z,Walking,null
2021-01-07T20:27:00.000Z,2021-01-07T20:35:00.000Z,Walking,71,71,71
2021-01-08T13:10:00.000Z,2021-01-08T13:16:00.000Z,Walking,null
2021-01-08T16:15:00.000Z,2021-01-08T16:19:00.000Z,Walking,null
2021-01-08T17:12:00.000Z,2021-01-08T18:05:00.000Z,Running,106,107,106
2021-01-08T22:37:00.000Z,2021-01-08T22:45:00.000Z,Running,82,93,71
2021-01-09T08:29:00.000Z,2021-01-09T08:33:00.000Z,Running,null
2021-01-09T12:48:00.000Z,2021-01-09T12:58:00.000Z,Walking,null
2021-01-09T20:17:00.000Z,2021-01-09T20:32:00.000Z,Walking,76,76,76
2021-01-10T12:36:00.000Z,2021-01-10T12:43:00.000Z,Running,null
2021-01-10T13:10:00.000Z,2021-01-10T13:35:00.000Z,Walking,null
2021-01-10T13:36:00.000Z,2021-01-10T13:40:00.000Z,Walking,null
2021-01-10T14:04:00.000Z,2021-01-10T14:10:00.000Z,Walking,null
2021-01-10T16:10:00.000Z,2021-01-10T16:16:00.000Z,Walking,null
2021-01-10T16:10:00.000Z,2021-01-10T16:50:00.000Z,Running,null
2021-01-10T16:51:00.000Z,2021-01-10T16:57:00.000Z,Walking,null
2021-01-10T17:56:00.000Z,2021-01-10T18:00:00.000Z,Walking,null
2021-01-10T19:21:00.000Z,2021-01-10T19:28:00.000Z,Walking,null
2021-01-10T21:05:00.000Z,2021-01-10T21:18:00.000Z,Walking,105,105,105
2021-01-10T23:02:00.000Z,2021-01-10T23:12:00.000Z,Walking,79,89,70
2021-01-11T07:50:00.000Z,2021-01-11T08:04:00.000Z,Running,105,105,105
2021-01-11T08:35:00.000Z,2021-01-11T08:42:00.000Z,Walking,null
2021-01-11T08:43:00.000Z,2021-01-11T08:49:00.000Z,Walking,null
2021-01-11T11:57:00.000Z,2021-01-11T12:09:00.000Z,Walking,105,105,105
2021-01-11T13:34:00.000Z,2021-01-11T13:50:00.000Z,Walking,105,105,105
2021-01-11T16:34:00.000Z,2021-01-11T16:55:00.000Z,Walking,99,99,99
2021-01-12T19:16:00.000Z,2021-01-12T19:21:00.000Z,Walking,null
2021-01-12T19:44:00.000Z,2021-01-12T19:51:00.000Z,Walking,null
2021-01-12T22:31:00.000Z,2021-01-12T22:41:00.000Z,Running,97,117,68
2021-01-12T22:49:00.000Z,2021-01-12T22:58:00.000Z,Walking,106,115,76
2021-01-13T08:35:00.000Z,2021-01-13T08:52:00.000Z,Walking,99,121,77
2021-01-13T11:22:00.000Z,2021-01-13T11:36:00.000Z,Walking,85,105,71
2021-01-13T11:42:00.000Z,2021-01-13T11:58:00.000Z,Walking,115,127,101
2021-01-13T11:59:00.000Z,2021-01-13T12:04:00.000Z,Walking,108,118,101
2021-01-13T12:05:00.000Z,2021-01-13T12:13:00.000Z,Walking,104,116,80
2021-01-13T13:37:00.000Z,2021-01-13T13:41:00.000Z,Walking,99,103,97
2021-01-13T13:42:00.000Z,2021-01-13T13:45:00.000Z,Walking,99,102,97
2021-01-13T13:46:00.000Z,2021-01-13T14:03:00.000Z,Walking,106,121,76
2021-01-13T14:04:00.000Z,2021-01-13T14:09:00.000Z,Walking,null
2021-01-13T19:12:00.000Z,2021-01-13T19:19:00.000Z,Walking,74,74,74
2021-01-13T19:34:00.000Z,2021-01-13T19:39:00.000Z,Walking,110,110,110
2021-01-14T13:50:00.000Z,2021-01-14T13:59:00.000Z,Walking,null
2021-01-14T14:05:00.000Z,2021-01-14T14:16:00.000Z,Walking,null
2021-01-14T19:06:00.000Z,2021-01-14T19:11:00.000Z,Walking,null
2021-01-14T19:09:00.000Z,2021-01-14T19:14:00.000Z,Walking,null
2021-01-14T19:31:00.000Z,2021-01-14T19:38:00.000Z,Walking,111,111,111
2021-01-14T19:39:00.000Z,2021-01-14T19:45:00.000Z,Walking,null
2021-01-14T20:33:00.000Z,2021-01-14T20:48:00.000Z,Walking,96,96,96
2021-01-15T09:52:00.000Z,2021-01-15T09:59:00.000Z,Walking,95,119,83
2021-01-16T09:25:00.000Z,2021-01-16T09:29:00.000Z,Walking,null
2021-01-16T18:18:00.000Z,2021-01-16T18:33:00.000Z,Walking,80,80,80
2021-01-16T20:54:00.000Z,2021-01-16T21:21:00.000Z,Running,null
2021-01-17T09:37:00.000Z,2021-01-17T09:41:00.000Z,Walking,null
2021-01-17T13:31:00.000Z,2021-01-17T13:35:00.000Z,Walking,null
2021-01-17T13:37:00.000Z,2021-01-17T13:51:00.000Z,Running,null
2021-01-17T13:37:00.000Z,2021-01-17T13:58:00.000Z,Walking,null
2021-01-17T16:22:00.000Z,2021-01-17T16:26:00.000Z,Walking,null
2021-01-17T17:04:00.000Z,2021-01-17T17:17:00.000Z,Running,null
2021-01-17T19:10:00.000Z,2021-01-17T19:27:00.000Z,Walking,null
2021-01-17T20:35:00.000Z,2021-01-17T20:54:00.000Z,Running,78,78,78
2021-01-18T08:30:00.000Z,2021-01-18T08:36:00.000Z,Running,89,99,74
2021-01-18T08:35:00.000Z,2021-01-18T08:41:00.000Z,Walking,84,98,70
2021-01-19T11:57:00.000Z,2021-01-19T12:02:00.000Z,Walking,95,107,84
2021-01-19T12:18:00.000Z,2021-01-19T12:25:00.000Z,Walking,114,118,110
2021-01-19T20:43:00.000Z,2021-01-19T21:03:00.000Z,Running,86,110,69
2021-01-19T21:09:00.000Z,2021-01-19T21:13:00.000Z,Walking,null
2021-01-22T08:45:00.000Z,2021-01-22T08:53:00.000Z,Running,null
2021-01-22T13:12:00.000Z,2021-01-22T13:20:00.000Z,Walking,null
2021-01-22T18:00:00.000Z,2021-01-22T18:04:00.000Z,Walking,null
2021-01-22T19:24:00.000Z,2021-01-22T19:31:00.000Z,Walking,119,119,119
2021-01-23T10:59:00.000Z,2021-01-23T11:07:00.000Z,Running,null
2021-01-23T12:56:00.000Z,2021-01-23T13:01:00.000Z,Walking,null
2021-01-23T20:45:00.000Z,2021-01-23T20:56:00.000Z,Walking,null
2021-01-23T21:01:00.000Z,2021-01-23T21:09:00.000Z,Walking,98,98,98
2021-01-24T00:00:00.000Z,2021-01-24T00:06:00.000Z,Walking,null
2021-01-24T14:38:00.000Z,2021-01-24T14:56:00.000Z,Running,null
2021-01-25T01:44:00.000Z,2021-01-25T01:56:00.000Z,Walking,null
2021-01-25T10:49:00.000Z,2021-01-25T11:14:00.000Z,Walking,99,100,98
2021-01-25T11:15:00.000Z,2021-01-25T11:20:00.000Z,Walking,null
2021-01-25T11:58:00.000Z,2021-01-25T12:15:00.000Z,Walking,null
2021-01-25T13:23:00.000Z,2021-01-25T13:29:00.000Z,Walking,null
2021-01-25T14:08:00.000Z,2021-01-25T14:20:00.000Z,Running,94,94,94
2021-01-25T22:11:00.000Z,2021-01-25T22:23:00.000Z,Walking,77,85,73
2021-01-26T00:17:00.000Z,2021-01-26T00:26:00.000Z,Walking,null
2021-01-26T09:57:00.000Z,2021-01-26T10:01:00.000Z,Walking,null
2021-01-26T10:48:00.000Z,2021-01-26T10:53:00.000Z,Walking,null
2021-01-26T12:34:00.000Z,2021-01-26T12:56:00.000Z,Walking,null
2021-01-26T13:00:00.000Z,2021-01-26T13:04:00.000Z,Walking,null
2021-01-26T16:56:00.000Z,2021-01-26T17:10:00.000Z,Walking,null
2021-01-26T19:59:00.000Z,2021-01-26T20:05:00.000Z,Walking,99,101,97
2021-01-27T17:11:00.000Z,2021-01-27T17:17:00.000Z,Walking,null
2021-01-27T23:36:00.000Z,2021-01-27T23:41:00.000Z,Walking,94,101,87
2021-01-28T08:22:00.000Z,2021-01-28T08:26:00.000Z,Running,null
2021-01-28T12:49:00.000Z,2021-01-28T13:04:00.000Z,Running,null
2021-01-28T14:40:00.000Z,2021-01-28T14:54:00.000Z,Running,null
2021-01-28T17:18:00.000Z,2021-01-28T17:23:00.000Z,Walking,null
2021-01-28T17:28:00.000Z,2021-01-28T17:39:00.000Z,Running,null
2021-01-29T08:41:00.000Z,2021-01-29T08:45:00.000Z,Walking,null
2021-01-29T09:13:00.000Z,2021-01-29T09:17:00.000Z,Walking,null
2021-01-29T10:59:00.000Z,2021-01-29T11:05:00.000Z,Walking,null
2021-01-29T15:09:00.000Z,2021-01-29T15:27:00.000Z,Walking,null
2021-01-29T17:30:00.000Z,2021-01-29T17:45:00.000Z,Running,null
2021-01-29T20:16:00.000Z,2021-01-29T20:24:00.000Z,Walking,null
2021-01-30T10:40:00.000Z,2021-01-30T10:45:00.000Z,Walking,null
2021-01-30T10:59:00.000Z,2021-01-30T11:03:00.000Z,Walking,null
2021-01-30T11:26:00.000Z,2021-01-30T11:34:00.000Z,Walking,null
2021-01-30T11:36:00.000Z,2021-01-30T11:59:00.000Z,Walking,null
2021-01-30T18:21:00.000Z,2021-01-30T18:28:00.000Z,Walking,null
2021-01-31T01:24:00.000Z,2021-01-31T01:46:00.000Z,Running,null
2021-01-31T12:12:00.000Z,2021-01-31T12:31:00.000Z,Walking,null
2021-01-31T17:24:00.000Z,2021-01-31T17:47:00.000Z,Running,null
2021-02-01T17:39:00.000Z,2021-02-01T17:45:00.000Z,Walking,null
2021-02-01T17:55:00.000Z,2021-02-01T17:59:00.000Z,Running,null
2021-02-02T11:24:00.000Z,2021-02-02T11:29:00.000Z,Walking,null
2021-02-02T11:41:00.000Z,2021-02-02T11:55:00.000Z,Running,null
2021-02-02T13:09:00.000Z,2021-02-02T13:21:00.000Z,Walking,null
2021-02-02T13:31:00.000Z,2021-02-02T13:49:00.000Z,Walking,null
2021-02-03T09:56:00.000Z,2021-02-03T10:00:00.000Z,Running,null
2021-02-18T11:57:00.000Z,2021-02-18T12:02:00.000Z,Running,null
2021-02-18T13:17:00.000Z,2021-02-18T13:28:00.000Z,Running,null
2021-02-18T13:43:00.000Z,2021-02-18T13:47:00.000Z,Walking,null
2021-02-18T14:16:00.000Z,2021-02-18T14:33:00.000Z,Running,null
2021-02-18T14:30:00.000Z,2021-02-18T14:46:00.000Z,Running,null
2021-02-18T14:48:00.000Z,2021-02-18T15:00:00.000Z,Walking,null
2021-02-18T15:08:00.000Z,2021-02-18T15:12:00.000Z,Walking,null
2021-02-18T16:20:00.000Z,2021-02-18T16:25:00.000Z,Walking,null
2021-02-18T17:01:00.000Z,2021-02-18T17:20:00.000Z,Walking,null
2021-02-18T23:14:00.000Z,2021-02-18T23:25:00.000Z,Walking,73,86,69
2021-02-19T10:00:00.000Z,2021-02-19T10:05:00.000Z,Walking,70,72,68
2021-02-21T11:04:00.000Z,2021-02-21T11:11:00.000Z,Running,null
2021-02-21T11:23:00.000Z,2021-02-21T11:36:00.000Z,Running,null
2021-02-21T13:40:00.000Z,2021-02-21T13:48:00.000Z,Walking,null
2021-02-21T13:52:00.000Z,2021-02-21T14:08:00.000Z,Walking,null
2021-02-21T14:36:00.000Z,2021-02-21T14:40:00.000Z,Walking,null
2021-02-21T16:05:00.000Z,2021-02-21T16:22:00.000Z,Walking,null
2021-02-21T22:47:00.000Z,2021-02-21T23:05:00.000Z,Running,81,97,71
2021-02-21T23:06:00.000Z,2021-02-21T23:11:00.000Z,Walking,83,88,80
2021-02-22T00:33:00.000Z,2021-02-22T00:40:00.000Z,Walking,null
2021-02-22T16:04:00.000Z,2021-02-22T16:18:00.000Z,Running,null
2021-02-22T16:16:00.000Z,2021-02-22T16:20:00.000Z,Running,null
2021-02-22T16:21:00.000Z,2021-02-22T16:43:00.000Z,Running,90,90,90
2021-02-22T16:44:00.000Z,2021-02-22T16:48:00.000Z,Running,null
2021-02-22T16:53:00.000Z,2021-02-22T17:02:00.000Z,Walking,null
2021-02-22T16:56:48.410Z,2021-02-22T17:18:39.770Z,Calisthenics,null
2021-02-22T17:23:00.000Z,2021-02-22T17:54:00.000Z,Running,null
2021-02-23T12:46:00.000Z,2021-02-23T13:18:00.000Z,Walking,97,97,97
